"CaseNumber","OccurredOn","Offense","Offense_IBR_Code","Offense_IBR_CrimeAgainst","OffenseCompleted","LocationType","ReportingAgency","PostalCode","Division","Beat","ReportingArea","Municipality"
"25-0013013","2025 Mar 12 05:45:00 PM","Theft from Auto","23F","Property","true","Highway / Road / Alley","Prince George's County Police","20720","II","D5","0843","PG COUNTY"
"24-0003594","2024 Dec 05 10:00:00 PM","Theft from Auto","23F","Property","true","Parking Lot/Garage","Bowie City Police","20716","II","BP4","","BOWIE"
"25-0003114","2025 Oct 29 03:00:00 PM","Theft from Auto","23F","Property","true","Parking Lot / Garage","Bowie City Police","20716","II","BP4","","BOWIE"
"26-0041808","2026 Aug 06 03:31:00 PM","Theft from Auto","23F","Property","true","Service / Gas Station","Prince George's County Police","20706","II","D2","0815","PG COUNTY"
"24-0070827","2024 Nov 25 11:00:00 PM","Theft from Auto","23G","Property","true","Parking Lot/Garage","Prince George's County Police","20706","II","D2","0815","PG COUNTY"
"24-0074439","2024 Dec 14 01:00:00 AM","Theft from Auto","23F","Property","true","Highway / Road / Alley","Prince George's County Police","20774","II","E3","0701","PG COUNTY"
"25-0045883","2025 Aug 18 10:00:00 PM","Theft from Auto","23G","Property","true","Highway / Road / Alley","Prince George's County Police","20706","II","D1","0835","PG COUNTY"
"25-0025769","2025 May 15 01:30:00 AM","Theft from Auto","23F","Property","true","Parking Lot / Garage","Prince George's County Police","20774","II","E2","0858","PG COUNTY"
"24-0002905","2024 Oct 06 08:26:00 AM","Theft from Auto","23F","Property","false","Residence/Home","Bowie City Police","20715","II","BP2","","BOWIE"
"25-0041867","2025 Jul 29 08:00:00 AM","Theft from Auto","23G","Property","true","Residence / Home","Prince George's County Police","20706","II","D2","0827","PG COUNTY"
"25-0012590","2025 Mar 10 10:00:31 PM","Theft from Auto","23F","Property","true","Highway / Road / Alley","Prince George's County Police","20706","II","D6","0841","PG COUNTY"
"24-0003822","2024 Dec 24 12:00:00 PM","Theft from Auto","23G","Property","true","Residence / Home","Bowie City Police","20721","II","BP6","","BOWIE"
"25-0003001","2025 Oct 20 02:51:00 AM","Theft from Auto","23G","Property","true","Parking Lot / Garage","Bowie City Police","20716","II","BP6","","BOWIE"
"25-0069571","2025 Dec 15 10:00:00 PM","Theft from Auto","23G","Property","false","Parking Lot / Garage","Prince George's County Police","20774","II","E3","0701","PG COUNTY"
"25-0052430","2025 Sep 20 12:12:00 PM","Theft from Auto","23F","Property","true","Parking Lot / Garage","Prince George's County Police","20774","II","E3","0701","PG COUNTY"
"25-0001197","2025 May 29 10:46:00 PM","Theft from Auto","23F","Property","true","Parking Lot / Garage","Greenbelt Police","20770","II","GB3","0877","GREENBELT"
"24-0065375","2024 Nov 02 03:00:54 AM","Theft from Auto","23F","Property","true","Parking Lot/Garage","Prince George's County Police","20774","II","E2","0858","PG COUNTY"
"24-0003708","2024 Dec 15 10:39:00 AM","Theft from Auto","23F","Property","false","Parking Lot / Garage","Bowie City Police","20716","II","BP5","","BOWIE"
"25-0002163","2025 Jul 28 04:00:00 AM","Theft from Auto","23F","Property","false","Residence / Home","Bowie City Police","20716","II","BP5","","BOWIE"
"25-0042179","2025 Jul 30 10:00:00 PM","Theft from Auto","23G","Property","true","Parking Lot / Garage","Prince George's County Police","20774","II","E5","0704","PG COUNTY"
"25-0035161","2025 Jun 27 06:00:00 PM","Theft from Auto","23F","Property","true","Highway / Road / Alley","Prince George's County Police","20706","II","D6","0842","PG COUNTY"
"25-0069785","2025 Dec 16 05:00:00 PM","Theft from Auto","23G","Property","true","Parking Lot / Garage","Prince George's County Police","20774","II","E5","0703","PG COUNTY"
"25-0032791","2025 Jun 16 02:30:00 PM","Theft from Auto","23F","Property","true","Parking Lot / Garage","Prince George's County Police","20774","II","E2","2221","PG COUNTY"
"24-0074654","2024 Dec 14 11:30:51 PM","Theft from Auto","23F","Property","true","Residence / Home","Prince George's County Police","20774","II","E2","0856","PG COUNTY"
"24-0072322","2024 Dec 03 07:00:00 PM","Theft from Auto","23F","Property","true","Parking Lot/Garage","Prince George's County Police","20774","II","E2","0858","PG COUNTY"
"25-0069015","2025 Dec 12 07:49:00 PM","Theft from Auto","23F","Property","true","Parking Lot / Garage","Prince George's County Police","20774","II","E2","0858","PG COUNTY"
"25-0001799","2025 Jun 24 01:00:00 PM","Theft from Auto","23F","Property","true","Parking Lot / Garage","Bowie City Police","20716","II","BP5","","BOWIE"
"25-0002260","2025 Aug 04 03:40:19 AM","Theft from Auto","23F","Property","true","Residence / Home","Bowie City Police","20715","II","BP3","","BOWIE"
"25-0058799","2025 Jul 21 08:00:21 PM","Theft from Auto","23G","Property","true","Residence / Home","Prince George's County Police","20706","II","D1","0835","PG COUNTY"
"25-0035634","2025 Jun 30 06:30:00 AM","Theft from Auto","23G","Property","true","Parking Lot / Garage","Prince George's County Police","20706","II","D2","0827","PG COUNTY"
"26-0005112","2026 Jan 29 10:30:32 AM","Theft from Auto","23G","Property","true","Highway / Road / Alley","Prince George's County Police","20706","II","D1","0835","PG COUNTY"
"24-0049204","2024 Aug 21 06:00:43 PM","Theft from Auto","23G","Property","true","Parking Lot/Garage","Prince George's County Police","20706","II","D2","0827","PG COUNTY"
"26-0003415","2026 Jan 18 07:23:51 PM","Theft from Auto","23F","Property","true","Parking Lot / Garage","Prince George's County Police","20774","II","E2","0858","PG COUNTY"
"24-0003216","2024 Nov 03 08:00:00 PM","Theft from Auto","23F","Property","true","Highway/Road/Alley","Bowie City Police","20716","II","BP5","","BOWIE"
"25-0035591","2025 Jun 29 07:00:00 PM","Theft from Auto","23G","Property","true","Highway / Road / Alley","Prince George's County Police","20774","II","E5","0711","PG COUNTY"
"25-0055844","2025 Oct 06 06:30:00 PM","Theft from Auto","23G","Property","true","Parking Lot / Garage","Prince George's County Police","20772","II","E4","0709","PG COUNTY"
"26-0000866","2026 Jan 05 06:34:56 PM","Theft from Auto","23F","Property","true","Parking Lot / Garage","Prince George's County Police","20774","II","E5","0703","PG COUNTY"
"24-0052634","2024 Sep 04 10:00:00 PM","Theft from Auto","23F","Property","true","Parking Lot/Garage","Prince George's County Police","20721","II","E6","0860","PG COUNTY"
"25-0001826","2025 Aug 09 08:58:17 PM","Theft from Auto","23G","Property","true","Parking Lot / Garage","Greenbelt Police","20770","II","GB3","0877","GREENBELT"
"25-0034978","2025 Jun 26 09:30:00 PM","Theft from Auto","23F","Property","true","Highway / Road / Alley","Prince George's County Police","20721","II","E2","0859","PG COUNTY"
"25-0000390","2025 Feb 17 08:00:00 PM","Theft from Auto","23G","Property","false","Parking Lot / Garage","Greenbelt Police","20770","II","GB3","0877","GREENBELT"
"24-0066640","2024 Nov 06 10:00:00 PM","Theft from Auto","23F","Property","true","Parking Lot/Garage","Prince George's County Police","20774","II","E2","0858","PG COUNTY"
"25-0062128","2025 Nov 06 02:31:44 PM","Theft from Auto","23F","Property","true","Parking Lot / Garage","Prince George's County Police","20774","II","E2","0858","PG COUNTY"
"25-0003054","2025 Oct 24 02:40:00 PM","Theft from Auto","23F","Property","true","Restaurant","Bowie City Police","20716","II","BP5","","BOWIE"
"25-0011227","2025 Mar 04 04:11:32 AM","Theft from Auto","23G","Property","true","Parking Lot / Garage","Prince George's County Police","20774","II","E5","0704","PG COUNTY"
"25-0066065","2025 Nov 25 09:30:00 PM","Theft from Auto","23F","Property","true","Parking Lot / Garage","Prince George's County Police","20706","II","D2","0827","PG COUNTY"
"26-0015942","2026 Mar 25 07:00:00 PM","Theft from Auto","23F","Property","true","Parking Lot / Garage","Prince George's County Police","20706","II","D2","0827","PG COUNTY"
"24-0076551","2024 Dec 23 02:30:00 AM","Theft from Auto","23G","Property","true","Parking Lot / Garage","Prince George's County Police","20706","II","D6","0842","PG COUNTY"
"26-0034720","2026 Jun 27 03:57:29 PM","Theft from Auto","23G","Property","true","Highway / Road / Alley","Prince George's County Police","20706","II","D1","0836","PG COUNTY"
"26-0024628","2026 May 08 09:58:25 PM","Theft from Auto","23G","Property","true","Parking Lot / Garage","Prince George's County Police","20774","II","E3","0701","PG COUNTY"
"26-0000277","2026 Feb 10 03:00:00 AM","Theft from Auto","23G","Property","true","Parking Lot / Garage","Greenbelt Police","20770","II","GB3","0813","GREENBELT"
"24-0068867","2024 Nov 05 07:41:00 AM","Theft from Auto","23F","Property","true","Residence/Home","Prince George's County Police","20774","II","D6","0846","PG COUNTY"
"24-0074707","2024 Dec 15 01:00:00 PM","Theft from Auto","23F","Property","true","Parking Lot / Garage","Prince George's County Police","20774","II","E2","0858","PG COUNTY"
"25-0001737","2025 Jan 10 09:00:00 AM","Theft from Auto","23G","Property","true","Parking Lot / Garage","Prince George's County Police","20774","II","E2","0858","PG COUNTY"
"25-0002531","2025 Aug 30 03:00:00 PM","Theft from Auto","23F","Property","true","Parking Lot / Garage","Bowie City Police","20716","II","BP4","","BOWIE"
"25-0016292","2025 Jan 31 09:00:00 PM","Theft from Auto","23G","Property","true","Highway / Road / Alley","Prince George's County Police","20774","II","E5","0704","PG COUNTY"
"25-0005151","2025 Jan 29 01:14:00 AM","Theft from Auto","23F","Property","true","Parking Lot / Garage","Prince George's County Police","20772","II","E5","0711","PG COUNTY"
"25-0017084","2025 Apr 01 04:00:00 PM","Theft from Auto","23G","Property","true","Residence / Home","Prince George's County Police","20720","II","D3","0872","PG COUNTY"
"25-0022938","2025 Apr 30 09:00:58 PM","Theft from Auto","23F","Property","true","Parking Lot / Garage","Prince George's County Police","20770","II","D1","0886","PG COUNTY"
"25-0043600","2025 Aug 06 09:30:00 PM","Theft from Auto","23F","Property","true","Residence / Home","Prince George's County Police","20774","II","E3","0701","PG COUNTY"
"25-0071159","2025 Dec 24 06:00:00 PM","Theft from Auto","23G","Property","true","Highway / Road / Alley","Prince George's County Police","20774","II","E3","0701","PG COUNTY"
"25-0055671","2025 Oct 05 08:00:00 PM","Theft from Auto","23G","Property","true","Parking Lot / Garage","Prince George's County Police","20706","II","D2","0827","PG COUNTY"
"26-0001157","2026 May 15 01:00:00 PM","Theft from Auto","23G","Property","true","Parking Lot / Garage","Greenbelt Police","20770","II","GB3","0813","GREENBELT"
"24-0003071","2024 Nov 25 08:00:00 PM","Theft from Auto","23G","Property","true","Parking Lot/Garage","Greenbelt Police","20770","II","GB3","0813","GREENBELT"
"24-0070912","2024 Nov 26 03:00:00 PM","Theft from Auto","23F","Property","true","Parking Lot/Garage","Prince George's County Police","20774","II","E2","","PG COUNTY"
"26-0027257","2026 May 22 08:09:00 PM","Theft from Auto","23F","Property","true","Residence / Home","Prince George's County Police","20772","II","E4","0709","PG COUNTY"
"25-0070682","2025 Dec 21 08:00:00 PM","Theft from Auto","23G","Property","true","Parking Lot / Garage","Prince George's County Police","20774","II","E2","0858","PG COUNTY"
"25-0026636","2025 May 18 11:30:40 PM","Theft from Auto","23F","Property","true","Parking Lot / Garage","Prince George's County Police","20706","II","D2","0827","PG COUNTY"
"25-0022965","2025 Apr 30 08:00:56 PM","Theft from Auto","23G","Property","true","Parking Lot / Garage","Prince George's County Police","20774","II","E3","0701","PG COUNTY"
"24-0002941","2024 Nov 11 08:30:00 PM","Theft from Auto","23F","Property","false","Parking Lot/Garage","Greenbelt Police","20770","II","GB3","0813","GREENBELT"
"26-0008507","2026 Feb 17 05:00:00 PM","Theft from Auto","23F","Property","true","Residence / Home","Prince George's County Police","20706","II","D1","0825","PG COUNTY"
"24-0059411","2024 Oct 06 10:30:26 PM","Theft from Auto","23F","Property","true","Parking Lot/Garage","Prince George's County Police","20706","II","D2","0827","PG COUNTY"
"26-0011162","2026 Mar 04 04:30:07 PM","Theft from Auto","23G","Property","true","Parking Lot / Garage","Prince George's County Police","20706","II","D2","0815","PG COUNTY"
"26-0003890","2026 Jan 21 05:26:07 AM","Theft from Auto","23G","Property","true","Parking Lot / Garage","Prince George's County Police","20706","II","D6","0842","PG COUNTY"
"25-0021321","2025 Apr 22 09:00:00 AM","Theft from Auto","23F","Property","true","Highway / Road / Alley","Prince George's County Police","20706","II","D1","0837","PG COUNTY"
"26-0009331","2026 Feb 23 02:25:00 PM","Theft from Auto","23G","Property","true","Other / Unknown","Prince George's County Police","20706","II","D1","0836","PG COUNTY"
"24-0051110","2024 Aug 23 07:00:00 PM","Theft from Auto","23F","Property","true","Highway/Road/Alley","Prince George's County Police","20774","II","E3","0701","PG COUNTY"
"24-0064650","2024 Oct 29 09:30:00 PM","Theft from Auto","23F","Property","true","Parking Lot/Garage","Prince George's County Police","20774","II","E3","0701","PG COUNTY"
"25-0007019","2025 Feb 08 04:45:00 PM","Theft from Auto","23F","Property","true","Parking Lot / Garage","Prince George's County Police","20774","II","E2","0858","PG COUNTY"
"25-0067090","2025 Dec 02 05:54:07 PM","Theft from Auto","23F","Property","true","Parking Lot / Garage","Prince George's County Police","20774","II","E2","0858","PG COUNTY"
"25-0024534","2025 May 08 06:50:00 PM","Theft from Auto","23F","Property","true","Parking Lot / Garage","Prince George's County Police","20774","II","E2","0858","PG COUNTY"
"26-0000727","2026 Mar 20 10:00:00 PM","Theft from Auto","23G","Property","true","Parking Lot / Garage","Bowie City Police","20715","II","BP3","","BOWIE"
"24-0002862","2024 Sep 30 12:01:00 AM","Theft from Auto","23G","Property","true","Residence/Home","Bowie City Police","20715","II","BP3","","BOWIE"
"24-0002832","2024 Oct 02 12:01:00 AM","Theft from Auto","23F","Property","true","Residence/Home","Bowie City Police","20715","II","BP3","","BOWIE"
"25-0003214","2025 Nov 06 10:00:00 AM","Theft from Auto","23F","Property","false","Commercial / Office Building","Bowie City Police","20716","II","BP4","","BOWIE"
"24-0066365","2024 Nov 05 09:00:00 PM","Theft from Auto","23F","Property","true","Highway/Road/Alley","Prince George's County Police","20720","II","D4","0845","PG COUNTY"
"25-0000769","2025 Mar 19 06:00:09 PM","Theft from Auto","23G","Property","true","Parking Lot / Garage","Bowie City Police","20716","II","BP5","","BOWIE"
"26-0006756","2026 Feb 09 08:28:00 AM","Theft from Auto","23F","Property","true","Residence / Home","Prince George's County Police","20706","II","D2","0827","PG COUNTY"
"26-0011795","2026 Mar 06 12:30:00 PM","Theft from Auto","23G","Property","true","Parking Lot / Garage","Prince George's County Police","20774","II","E3","0701","PG COUNTY"
"25-0049232","2025 Sep 04 11:25:00 AM","Theft from Auto","23F","Property","true","Parking Lot / Garage","Prince George's County Police","20774","II","E3","0702","PG COUNTY"
"26-0002260","2026 Jan 12 04:45:00 PM","Theft from Auto","23F","Property","true","Parking Lot / Garage","Prince George's County Police","20706","II","D6","0840","PG COUNTY"
"24-0002279","2024 Sep 07 03:00:00 AM","Theft from Auto","23F","Property","true","Parking Lot/Garage","Greenbelt Police","20770","II","GB3","0813","GREENBELT"
"25-0041682","2025 Jul 24 02:17:28 PM","Theft from Auto","23G","Property","true","Parking Lot / Garage","Prince George's County Police","20774","II","E2","0859","PG COUNTY"
"26-0001756","2026 Jul 19 10:30:00 PM","Theft from Auto","23F","Property","true","Parking Lot / Garage","Greenbelt Police","20770","II","GB2","0813","GREENBELT"
"25-0003658","2025 Dec 17 07:23:38 PM","Theft from Auto","23F","Property","true","Restaurant","Bowie City Police","20716","II","BP5","","BOWIE"
"25-0002186","2025 Jul 30 07:40:00 AM","Theft from Auto","23F","Property","true","Residence / Home","Bowie City Police","20716","II","BP6","","BOWIE"
